Comment,log_Words_Headline,log_Words_Comment,Stars_geq4_TF
"Man hängt ewig in der Warteschleife um am Ende niemanden zu erreichen. Der Bitte um Rückmeldung per Mail oder Telefon wird nicht folge geleistet. Man bekommt auf einmal korrigierte Abschlussrechnungen die vier bis fünf Jahre zurückliegen, mit der Aussage dass erst JETZT die richtigen Daten vorliegen würden. An Lächerlichkeit ist das nicht mehr zu überbieten. E.ON ist die reinste Abzocke-Zentrale geworden. Jetzt gehts erstmal zum Anwalt.",0.6931471805599453,4.189654742026425,0
"Ich hab Zahlungserinnerung gekriegt für nen Vertrag der nie abgeschlossen wurde.Ich hab über FB Kundenservice kontaktiert und die „Kollegen“ sollen sich diesbezüglich bei mir melden.Ja,gemeldet aber mit der Mahnung wegen Schlussrechnung die ich bezahlen soll.Also,keine Abrechnung,kein Vertrag und keine Abrechnungsperiode..nix.Wie kann dat überhaupt rechtlich sein.Ein richtiger Drecksladen E-On.",1.6094379124341005,3.871201010907891,0
"Nie wieder eon! Ich warte seit dem 28.02.2023 (6 Monate!) auf meine Endabrechnung für Gas. Mehrfache Anrufe und E-Mails haben nicht geholfen. Im letzten Telefonat vor fast 2 Monaten wurde mir mitgeteilt, dass es intern Probleme mit der Berechnung der Gas Soforthilfe 2022 gibt und viele Verträge daher für die Abrechnung gesperrt sind. Ich erwarte mehrere 100€ Rückzahlung. Werde mich nun an die Schlichtungsstelle wenden.",1.0986122886681098,4.174387269895637,0
"So einen super Versorgerwechsel hab ich noch nie erlebt.klare Kommunikation,sehr verständliche APP,Kündigung bei derzeitigem Versorger und Anmeldung beim Netzbetreiber alles perfekt.Danke",1.791759469228055,3.044522437723423,1
"Abschlag konnte ich nicht weiter runter setzen.Wurde nicht zu gelassen. Ich habe eine Solaranlage aufdem Dach und möchte jetzt gerne anpassen. Dort sollte eine Abfrage eingebaut werden, mit der Begründung Solar und dann eine Zulassung erfolgen",1.791759469228055,3.58351893845611,0
"Der Zählerstand der Gasuhr wurde wegen Tarifwechsel zum Wechseltermin abgelesen, besser gesagt mit der EON-App eingescannt. War sehr komfortabel. Hat mir gut gefallen.",0.6931471805599453,3.1354942159291497,1
Es ist viel einfacher den Zählerstand und andere Änderungen online einzugeben. Man bekommt auch gleich eine Bestätigung nach einer Änderung.,1.9459101490553128,2.995732273553991,1
"Der Wechsel zu E.ON war völlig unkompliziert.Die Mitarbeiter am Telefon waren sehr freundlich und erklären alles ausführlich.Die App von E.ON  ist super, man hat einen perfekten Überblick über die monatlichen Abschlagszahlungen und kann diese dort auch selber anpassen.",1.791759469228055,3.6635616461296463,1
Mein Gasvertrag habe ich gekündigt nachdem ich in einem Telefonat mein Unverständnis über die Erhöhung des Abschlags zum Ausdruck gebracht hatte. Ein im Telefonat angekündigtes Angebot wurde mir nicht zugesendet. Daraufhin habe ich gekündigt und die Kündigung wurde ohne ein weiteres Gespräch nur schriftlich bestätigt,1.6094379124341005,3.80666248977032,0
"Eon ist schrecklich. Sie haben meinen Vertrag ohne meine Zustimmung gekündigt, obwohl ich sie angerufen habe, um ihnen zu erklären, dass die Kündigung Ende September erfolgen sollte. Ich kann sie nicht anrufen, da Sie erst nach Angabe Ihrer nicht mehr gültigen Vertragsnummer durchgestellt werden können. Schreckliche Dienstleistungen",0.6931471805599453,3.8501476017100575,0
"Chaotisch, keiner weiß Bescheid, man wird ständig weitergeleitet und bekommt keine Antwort auf die Anfragen Obwohl ein pünktlicher Dauerauftrag vorliegt, bekommt man am Monatsende eine Mahnung, muss wieder anrufen, bekommt dann eine Zahlungsübersicht auf der alle Beträge gezahlt sind.Das Unternehmen ist nicht in der Lage diesen Systemfehler zu bereinigen.Als langjähriger Kunde bekommt man ebenso keine besseren Tarifangebote. Nicht mehr zu empfehlen!!",0.0,4.110873864173311,0
"Nachdem der monatliche Abschlag bei Gas im laufenden Vertag ,30.09.2023 (mit Ankündigung)von € 99,00 auf 238,27 angehoben wurde , habe ich mehrmals tel. und per Mail über das Serviceportal mich angemeldet. 3 Monate lang keinen Zugriff auf mein Kundenportal!!! Antwort: wir kümmern uns darum. Nie eine Rückantwort erhalten. Service , schlecht bis keine!!!",1.6094379124341005,3.970291913552122,0
"Das Datum vom Zählerstand müsste offen bleiben, damit man selbst den Ablesetag einsetzen kann.Z.B. ich konnte erst am 24. August 2023 ablesen und ihre Vorgabe war 20. August.Mit freundlichen Grüßen",2.8903717578961645,3.4011973816621555,1
"Bin sehr zufrieden, bis jetzt lief alles ohne Probleme. Ich bin mehrere Jahre Kunde und würde es jedem weiter empfehlen!Vielen Dank! Mit freundlichen Grüßen W.Kling",1.0986122886681098,3.218875824868201,1
"Einer der schlimmsten Stromanbieter deutschlands! Da zahlt man jeden Monat in Raten was ein und man bekommt zig Briefe, dass noch was offen ist! Totales Chaos! Fragt man nach, wird man dumm angemacht und auf eine Hilfe seitens des Kundenservices wartet man vergeblich! Keiner kann sagen, wohin meine Zahlungen gegangen sind! Der Wechsel zu einem anderen Anbieter steht an! Da zahle ich lieber mehr, statt in so einem Saftladen zu bleiben!",1.3862943611198906,4.262679877041316,0
"Super schneller Wechsel!!!Alles ohne Probleme geklappt, schnelle Bestätigung per Mail, innerhalb von 2 Wochen alles erledigt 👍🏻",1.0986122886681098,2.833213344056216,1
Super der online Service … man kann es schnell online machen und muss nicht lange versuchen jemand telefonisch zu erreichen und kein Papierkram nötig,1.3862943611198906,3.1780538303479458,1
Eine schnelle Übermittlung der geforderten Zählerstände ist gut möglich. Dabei benötigt man nur einen geringen Zeitaufwand.,1.6094379124341005,2.772588722239781,1
Das sich an meiner bisherigen monatlichen Belastung nichts geändert hat weder Gas noch Strom.,1.6094379124341005,2.6390573296152584,1
"Nichts geht einfacher als die eon eigene App. Man kann alles einsehen, regeln und einstellen nach seinem eigenem Verbrauch. Selbst kündigen kann man damit. Ich bin sehr zufrieden.",1.791759469228055,3.332204510175204,1
Da man telefonisch eigentlich niemanden erreicht der einem wirklich weiterhelfen kann. So ist diese Eingabe wirklich einfach,0.6931471805599453,2.833213344056216,1
"Die Änderung des Abschlags geht digital, leider war die Reaktionszeit des Servers/der Website zu langsam. Daher mehrmalige Eingabe",1.6094379124341005,2.8903717578961645,1
"Schade, dass man keine Minus-Sterne vergeben kann. Dieses Unternehmen hätte sie verdient. Nach fast 8 Monaten habe ich immer noch keine Abrechnung für 2022 erhalten, trotz mehrmaligem Nachfragen. Von EON wird man immer nur vertröstet. Liegt das vielleicht daran, dass ein Guthaben vorhanden ist? Auch die Endabrechnung zum 31.5.2023 steht noch aus. Dem Unternehmen scheint völlig egal zu sein, dass Abrechnungen innerhalb von 6 Wochen zu erstellen sind.",2.19722457733622,4.219507705176107,0
"Mein Vertrag wurde von den Lechwerken übertragen. Auf meinen Widerruf, den ich schriftlich per Mail abgegeben habe wurde nicht geantwortet. Im Kundenbereich wurde die Dokumentation als geschlossen gekennzeichnet. Die Hotline ist nicht zu erreichen!!!!",1.3862943611198906,3.5263605246161616,0
Sehr gut war die persönliche Beratung vor Ort.Übersichtliche Unterlagen machen die Vorgänge leicht verständlich.,1.791759469228055,2.6390573296152584,1
"Die App ist leicht zu bedienen und erkält sich von selbst. Zählerstand Eingabe über Foto ist möglich und auch einfach. Gute Übersicht auf die Rechnung ,man weiß genau wann  was abgebucht wird.",1.0986122886681098,3.49650756146648,1
Alles siuper schnell verlaufen. Nur im Brief steht das ich überweisen soll und auf der Internetseite steht das es abgebucht wird da ich ja schon länger Kunde bin und immer abgebucht wurde,1.3862943611198906,3.4657359027997265,1
"Leider kann man eine 0 Sterne vergeben. EON hat von unserem Konto Geld abgebucht, obwohl kein Vertrag mehr besteht. Auf aMail Anfragen kommen keine Antworten, anrufen für mich zwecklos,da 45 min Warteschlange da kurz verbunden und besetzt. Nach drei Versuchen nutze ich meine Zeit sinnvoller. Was ist nur aus der EON geworden????? Ich finde es unterirdisch, was uns nach 30 Jahren in zu neuen Anbietern treibt.",1.9459101490553128,4.189654742026425,0
"Ewig (über 20 Min) in der Warteschleife im durchstellt zu werden, kein Sprachhinweis, nichtsKeine Möglichkeit nach online Freigabe die Schlussrechnung per Mail zuzusenden, da diese in der Post sein soll…Keine adäquaten Auskünfte zum Umweltschutz",1.9459101490553128,3.5263605246161616,0
"Ich warte bereits 9 Monate auf die Rechnung, Rückzahlung und die Auszahlung vom Bonus. Nach mehr als 10 Mails bleibt mir nun keine andere Wahl als die Verbraucherzentrale einzuschalten. Es ist unfassbar, dass man ein Unternehmen wie EON telefonisch nicht erreichen kann und keine Antworten erhält. Als Kunde ist man aufgeschmissen.Nie wieder, absoluter Betrug!!!",1.9459101490553128,3.9889840465642745,0
"einfache und sichere Eingabe im EON Portal, habe bis dato damit nur gute Erfahrungen gemacht",1.791759469228055,2.70805020110221,1
"Am 25.07. kam die Jahresabrechnung mit einer Gutschrift! Seither warte ich auf die Rückerstattung! Zweimal mit dem Kundenservice telefoniert, der mir versicherte es wird jetzt ausgezahlt. Und heute kam eine Änderung der Bankverbindung für ein Konto das wir gar nicht besitzen!!! Was zum Teufel ist denn los bei euch?",0.0,3.8918202981106265,0
"Wie viele andere EON-Kunden habe ich Anfang 2023 eine mehr als überhöht empfundene Preiserhöhung auf 44,94 Cent/kwh erhalten. Auf der Suche nach preisgünstigeren Alternativen bin ich auf LIDL-Strom (etwa 30 Cent/kwh) gestoßen. Nachdem ich mich dort registriert habe, wurde mir mitgeteilt, dass LIDL den Strom nur vermittelt. Mein Stromanbieter wäre laut LIDL  EON. Da war ich natürlich mehr als überrascht. Wie kann es sein, dass EON über LIDL einen derart niedrigen Strompreis anbietet? Sollten wir Verbraucher und der Vater Staat aufgrund der Strompreisbremse nur abgezockt werden?Die Geschichte geht aber leider noch weiter: Kurze Zeit später teilte mir EON ohne Angabe von Gründen mit, dass ich nicht zu LIDL-Strom bzw. EON wechseln könnte. Auf meine Beschwerden hin, habe ich bis heute keine Antwort erhalten.Werden wir Verbraucher vom EON-Konzern nur veräppelt?",1.0986122886681098,4.867534450455582,0
"Wir haben eine Vertragsübernahme beantragt, diese wurde nach fast einem Jahr erstmalig bearbeitet und dann stimmt auch noch gar nichts!!!Leider wurde uns bei der Hotline auch nicht weiter geholfen. Sehr traurig",1.3862943611198906,3.4339872044851463,0
"E.On App ist produktiv und übersichtlich. Das Handy ist immer dabei und der Nutzer ist ohne viel Firlefanz an den relevanten Stellen. Werde ich meistens nutzen, auch unterwegs. Tolle App.",1.6094379124341005,3.4011973816621555,1
"Kundenservice ist einfach nur unfreundlich und überfordert! Seit unserem Umzug Mitte letztes Jahr sind wir Eon am hinterherrennen. Wir haben bei einem sehr unfreundlichen Herren in der Hotline unseren Heizstrom angemeldet, 2 Wochen später kam dann eine Rechnung über 2200 Euro. HAUPTstrom Nachzahlung. Ich habe direkt alle Nachweise eingereicht das ich meinen Hauptstrom von Vattenfall beziehe - keine Reaktion - nach 2 Wochen habe ich erinnert an meine Mail - keine Reaktion - nochmal 1 Woche später die Mahnung mit Inkassodrohung (alles an meinen Vermieter) - ich habe 6 mal angerufen und 4 Mails geschrieben wo ich sagte das wir die Mieter sind und alle kosten über uns laufen. Nach 10 kontaktversuchen hat es denn endlich geklappt und die Rechnung wurde storniert. 5 Wochen später haben wir dann eine korrigierte Rechnung erhalten (die Rechnung lag 5 Tage nach dem fälligkeitsdatum im Briefkasten). Jetzt… nochmal 2 Tage später kam die Mahnung und die Rechnung hat sich verdoppelt! Irgendwas läuft gewaltig bei EON schief! Ich werde mir nun definitiv einen Rechtsanwalt nehmen.",1.3862943611198906,5.135798437050262,0
der kundendienst für's Online anmelden war sofort hilfsbereit ohne einem einen neuen Vertrag vorzuschlagen.,1.791759469228055,2.6390573296152584,1
"Unfassbar teuer und total komische Rechnungen Wir haben für 13 Tage ca. 120 Euro Strom gezahlt nach einem langen Hin und her den sie haben erst 250 Euro dafür verlangt weil sie ""es geschätzt"" haben alsp bei welchen Stromanbieter zahlt man so viel?! Super unverschämt.",1.6094379124341005,3.80666248977032,0
"Wir sind im E.ON Center gut beraten worden, gute Verträge ausgenhandelt. Freundlicher Mitarbeiter.",0.6931471805599453,2.5649493574615367,1
"Portal ist in der Regel für die einfachsten Funktionen übersichtlich dargestellt. Eine Änderung des Tarifes in einen günstigeren Tarif jedoch erschwerend, so das man denke könnten, diese ist Absichtlich so getätigt worden. Kundeportal über die vorgesehen Emailadresse kann man sich sparen, entweder kommt ein Antwort gar nicht, oder sie kommt mit mehren Wochen Verzögerung. Wenn man bezüglich des Preise, dann noch einige Recherchen betreibt, dann stellt man nicht selten fest, dass es die Produkte für Neukunden wesentlich zu niedrigeren Kondition gibt, als die den Bestandskunden diese haben. Fazit, ist man sollte sich doch schon mehrmals damit beschäftigen einige Recherchen bezüglich des Preis-Leitungsverhältnis zu betreiben und diese kann eine nicht unerhebliche Einsparung aufs Jahr gesehen bringen für den Verbraucher! Kommunikation über Email kann man sich im Grunde genommen schenken, denn das ist nur verschwendete Zeit!!",1.0986122886681098,4.897839799950911,0
"2 Monate vorher wird noch hoch und heilig versprochen das sich mindestens 1 Jahr nichts an den Preisen tun wird , was jetzt leider nicht mehr rückgängig gemacht werden kann . Nun sitze ich auf dem SUPER überteuerten Vertrag fest und kommt nicht raus ! Absolute Frechheit ! Nie wieder EON . Also wird noch alles gekündigt GAS und STROM",1.9459101490553128,4.0943445622221,0
"Für Stammkunden sind die Preise für Strom und Gas im Vergleich zu neuen Kunden viel zu teuer. Im Dezember wurde man an der Haustür unter Druck gesetzt, den alten Vertag zu kündigen und einen neuen zu unterschreiben, ansonsten wird man gekündigt. Jetzt bezahlt man die überteuerten Tarife und kommt nicht raus. Die 100€ Bonus für die Vertragsauflösung habe ich bis heute nicht.",2.19722457733622,4.127134385045092,0
"Ich würde eigentlich kein Stern vergeben, aber leider geht es nicht anders. Es wurde heute wegen einer Stromrechnung angerufen  und die Frau von Kundenservice hatte am Telefon nichts besseres zu tun, als zu Flirten was sind das für aufdringliche fragen wo jemand her kommt und ob er die Sprache auch ….lesen kann nur weil sie die selbe Landsfrau ist (schon mal was von Privatsphäre gehört !!!🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ anstatt das Problem mit der Rechnung zu lösen  habe mich in dem Moment gefragt ob ich beim richtigen Anbieter bin  Strom Anbieter oder in eine dating app.sehr aufdringlich unangenehm (fremdscham)Und wo ich eine Beschwerde einlegen wollte wegen dieses aufdringliche  Verhalten war schon der nächste eon Arbeiter laut und frech und verweigerte das Gespräch mit mir Was wird unter Professionalität verstanden? Naja würde mir auch unangenehm sein als Kundenservice gefragt zu werden wo man den ist bei einem Strom Anbieter oder eine dating  App. ich würde euch wirklich empfehlen seriöse Arbeiter für den Kundenservice zu suchen die wirklich Ahnung von deren Job haben und etwas unter  Professionalität verstehen !!!Meine Kündigung geht in den nächsten paar Tage raus!!!Ihr seit es mir nicht wert Komma und Punkt in dem Text einzufügen .",2.302585092994046,5.303304908059076,0
App ist gut verständlich und man kann gut in den einzelnen Vorgaben Daten eingeben bzw. ablesen.,1.9459101490553128,2.772588722239781,1
Soweit alles in Ordnung.Leider ist Strompreis Etwicklung sehr bedenlich man denkt öfter über einen Wechsel nach.,1.3862943611198906,2.772588722239781,1
"Der Wechsel zu EON war einfach, mein Tarif, der Service und der persönliche Zugang sind gut! Die Zusammenfassung: EON einfach gut 👍 5 Sterne!",1.791759469228055,3.1780538303479458,1
"Ich fand es mit der Ablesekarte und dem QR-code einfacher Gerade am Zähler im Keller habe ich leider keinen Empfang mit dem Handy. Vorher habe ich den QR-Code gescannt und war gleich an der richtigen Stelle.  Außerdem verstand ich es erst falsch, dass ich an einem bestimmten Datum den Zählerstand ablesen sollte. Das passt nicht immer.....",1.0986122886681098,4.04305126783455,0
"Schnelle Bearbeitung, faire Preise, leider hat es mit der 14-tägigen Kündigung beim alten Lieferanten nicht geklappt.",0.6931471805599453,2.772588722239781,1
"ABSCHLAG WURDE UNTERSCHLAGEN!!!Hallo,Ein gezahlter Abschlag wird in der Onlineübersicht beim Guthaben nicht mehr angezeigt und wurde auch nicht verrechnet. DAS GELD IST WEG! Gott sei Dank, kann ich das Ganze mit Vorher-Nachher-Screenshots belegen, da das Problem mangelnder Synchronisation der Reiter ""Abschläge"" und ""Zahlungsübersicht"" schon länger besteht. Die Angestellte beim Kundenservice meinte, dass das Systemzur Zeit fehlerhaft ist (Seit ich bei E.ON bin ist es fehlerhaft) und Sie es momentan nicht überprüfen kann. Sehr fragwürdig, wenn nicht mal die Mitarbeiter sehen können was gezahlt wurde. Wie erstellt man dann die Jahresrechnung??? Weitere Fragen nach dem Warum, war Sie nicht in der Lage zu beantworten. Wenigstens konnte die Mitarbeiterin ordentlich deutsch und wusste, was ich von Ihr wollte. Die automatischen Bewertungsfragen nach dem Anruf kamen jeweils doppelt und direkt aufeinander folgend, ohne Zeit zur Anwort zu geben. So als würde man ""vorspulen"".  Die vorherige Sprachaufzeichnung zur Äußerung von Kritik in eigenen Worten, wurde nach c.a. einer Minute abgebrochen. Ich hatte bereits 5 mal das Vergnügen mit dem Kundenservice von E.ON. In 3 von 5 Fällen wurde mein Anliegen nicht gelöst bzw. es ist trotz versprochener Lösung nichts passiert. Diesem Verein muss man das Handwerk legen! An die Leute die das lesen: Ratet bitte jedem den Ihr kennt von E.ON ab. Gruß Rico",1.0986122886681098,5.351858133476067,0
Günstiger Gaspreis.Wechsel vom alten Anbieter zu EON verlief problemlos.,1.3862943611198906,2.19722457733622,1
Das problemlose und einfache ändern der Abschlagszahlung fand ich sehr gut.,1.3862943611198906,2.3978952727983707,1
"Das Vertrauen in die kundenorientierte Arbeit von RWE, INNOGY und heute E.ON",1.6094379124341005,2.4849066497880004,1
Wenn meine Verträge alle in Mein E.on wären würde es volle Punktzahl geben.,1.9459101490553128,2.5649493574615367,1
"Schnell, unkompliziert und modern ging der Wechsel vonstatten. Zusammen mit der App ein Anbieter auf der Höhe der Zeit👍🏻",1.3862943611198906,2.9444389791664403,1
"Nachwievor nicht ok ist,daß man telefonisch fast nie einen erreicht.Gibt noch genug Menschen ohne PC,die können bei EON nie Kunde werden.",1.6094379124341005,3.044522437723423,1
"👌 alles gut, Eingangsbestätigung ist auch da ….. kann nur noch besser werden!",1.0986122886681098,2.5649493574615367,1
Ich habe mich gefreut mit den Vertrag günstigen Tarif und Wünsche mir das es so weiter geht .,1.3862943611198906,2.8903717578961645,1
"Eon, da wirst Du über den Tisch gezogen!Vor ca 3 Wochen stand ein Außendienstler von Eon bei uns vor der Haustür. Er wollte mit uns über die Verträge bei Eon sprechen. Er änderte unsere Stromverträge mit unserer Erlaubnis. Bei dem Gasvertrag musste ich bei Schwarzwald Energy den Vertrag auflösen. Beide Stromverträge sind teurer geworden. Gas sollte von € 60,00 auf € 30,00 im Monat gesenkt werden. Kevin Eichhorn wollte alles in die Wege leiten. Herr Eichhorn hatte bei Fragen von mir an ihn einige Probleme in der Form, das er keine Antwort darauf hatte.Etwa eine Woche später erhielten wir Post von Eon, lt der Jahresabrechnung sollten wir auf einmal € 62,60 mtl bezahlen. Weil H. Eichhorn mir keine Festnetz Nummer sowie keine Email Adresse geben wollte, musste ich ihn mit meinem Prepaid Handy anrufen. Ich sprach ihn auf die Vz an. Seine Antwort: Lassen Sie mich mit solchen Sachen in Ruhe, ich soll gefälligst den Innendienst anrufen. Innendienst versucht zu erreichen. Eine Computerstimme teilte mir mit, dass ich ca 19 min Wartezeit hätte. Aus 19 min wurden über 60 min. Ich habe aufgelegt weil ich keine Lust hatte, die ganze Nacht zu warten. Am nächsten Morgen kurz gewartet, wurde ich mit Herrn Jordan verbunden. Meinen Ärger freien Lauf gelassen. Nachdem mein Ärger vorgetragen war,nahm er sich der Problematik an und versicherte mir dass alles geregelt wird und er persönlich darum kümmert. Am heutigen Tag wieder angerufen. Frau Fiedler hörte sich auch wieder alles an. Was ich dann von ihr zu hören bekam haute mich fast vom Hocker. Herr Jordan hat NICHTS in die Wege geleitet. Bevor ich mit Frau Fiedler gesprochen habe, hatte ich mit einem Angestellten gesprochen, dieser hat noch nicht einmal über das was wir gesprochen hatten als Notiz in das Computernetz eingestellt. Diverse Leute mit denen ich gesprochen habe sind von Eon weg, weil nichts erledigt wurde. Die größte Unverschämtheit ist, dass die Leute aus dem Service einen Kunden nicht mit der Beschwerdeabteilung verbinden können. Eine direkte Durchwahl existiert auch nicht!Für mich ist Eon passé. Ich werde für Eon entsprechend Mundpropaganda machen. Weitere Rezensionen werde ich bei anderen Anbietern ins Netz stellen.",1.9459101490553128,5.499,0
alles total unkompliziert und über das Smartphone regelbar,1.791759469228055,2.079441541679836,1
Alles ganz einfach gehalten und dadurch für jeden gut zu bedienen.,1.791759469228055,2.3978952727983707,1
Es hat sofort geklappt. Ich habe alle Unterlagen erhalten.,1.3862943611198906,2.19722457733622,1
Alle Einträge sind leicht auf der E.on Homepage einzutragen.,1.9459101490553128,2.19722457733622,1
Leicht erklärt und einfach zu benutzen  vot allem praktisch,0.6931471805599453,2.302585092994046,1
Hotline nicht erreichbarPortal nur bedingt erreichbarGlasfaser Rechnungen im Portal nicht abrufbar,1.0986122886681098,2.3978952727983707,0
Möchte mich bei Eon bedanken für die gute Zusammenarbeit.,1.9459101490553128,2.19722457733622,1
"E. O. N.  Kundenservice  (lächerlich)Es geht hier um einen Mieterwechsel. Der Vormieter hatte den Vertrag gekündigt und ich wollte einen Folgevertrag abschließen. Habe dafür am 21.07.23 mit einem sehr netten Herrn M…. über eine Änderung bzw. Neuabschluss gesprochen. Er hat mir versichert die Unterlagen gehen heute noch raus und ich soll sie umgehend unterschreiben und per Mail zurücksenden. Leider kam in den folgenden Tagen keinerlei Post. Habe dann am 25.07.23 wieder angerufen und mir hat Frau E…. mitgeteilt, ich soll noch diese Woche warten. Falls nichts kommt soll in nächste Woche nochmal anrufen. Ihr Tipp zwischen 08.30 und 09.00 Uhr anrufen, dann hat man schnell jemand an die Strippe. Jetzt beginnt der Stress: Anruf am 03.08. um 08.40 Uhr, Ansage 6 Minuten Wartezeit. Abbruch nach 75 Min., da niemand ran ging. Anruf um 12.10. Uhr, Ansage 7 Min. Wartezeit, Abbruch nach 45 Minuten. Anruf um 19.30, Abbruch um 20.15 mit der Ansage die Mitarbeiter müssen sich erholen und morgen erfolgt ein Rückruf. Rückruf am Freitag denkste. Weitere 4 Anrufe am 11.08.23  mit dem gleichen Ergebnis. Je länger die Verbindung, je länger die Wartezeit. Habe dann am 06.08. und am 13.08.  längere E-Mails geschrieben. Bis heute keine Reaktion. Nach 5 Woche keine Antwort und auch keine Unterlagen. Das soll Kundenservice sein. Pfui, Pfui und nochmal Pfui. Ich kann nur jedem abraten einen Vertrag mit EON abzuschließen.",1.0986122886681098,5.43372200355424,0
"unkomplizierter Wechsel,fairer Tarif was will man mehr",1.6094379124341005,1.9459101490553128,1
Einfache Handhabung und die Abrechnung kam sehr schnell,0.6931471805599453,2.079441541679836,1
"Alles top, keine Probleme! Auch telefonisch gut erreichbar…",0.6931471805599453,2.079441541679836,1
"Schnelle Eingabe, etwas leichter und direkter in der App wäre toll.",0.6931471805599453,2.3978952727983707,1
Übersichtlicher aufbau man kann seine Anliegen schnell erledigen,1.6094379124341005,2.079441541679836,1
"Schön wäre es, wenn man den Zählerstand abfotografieren könnte😎",1.0986122886681098,2.19722457733622,1
"Alles prima geklappt, super einfach",1.0986122886681098,1.6094379124341005,1
Ich bin zufrieden.  Ist alles übersichtlich und verständlich.,0.0,2.19722457733622,1
"Einfach praktisch, zeitsparend und leicht zu händeln.",0.6931471805599453,1.9459101490553128,1
Schnelles wechseln des Anbieters und ich musste nichts selber machen.,1.0986122886681098,2.302585092994046,1
Ich finde es gut das man die Ableserei selber und einfach machen kann,2.079441541679836,2.5649493574615367,1
der Wechsel ist noch nicht vollzogen.Fragen Sie doch bitte nächste Woche noch mal!,1.791759469228055,2.5649493574615367,1
